Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683007402;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 35 mm;EN;PRESS 316L Flange PN16 (F) 35 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007402;08596683007419;08596683007426;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.35;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;1,525;35;1,5;35 mm;<Logo TAVINOX Centered>;TAVINOX;(M)35-316L;DVGW;08596683007402.jpg;https://id.tavinox.com/01/08596683007402;65;26;39;x;x;x;18;4;18;140;100;1;pc;8;bags;8;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 35 mm;P?íruba;(F) 35 mm; $29,06 ;;;;;;;;A;320x240x170;230x210;;;0;8;1; $232,48 ;12,20;711,39;25,98;27,28;764,65;750,64;759,26;767,88;780,81; 2 898,65 K? ;16520006; 1 449,33 K? ; 1 376,86 K? ; 44,51 € ; 1 126,10 K? ;147%;;;764,65 K?;6 881,84 K?;1 720,46 K?;3 028,01 K?;955,81 K?;2 263,36 K?;0;0;0;0;;
08596683007419;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 35 mm;EN;PRESS 316L Flange PN16 (F) 35 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007402;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007419;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.35;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;;35;;35 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 35 mm;P?íruba;(F) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007426;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 35 mm;EN;PRESS 316L Flange PN16 (F) 35 mm;8.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;8;08596683007419;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007426;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.35;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;35;;;35;;35 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 35 mm;P?íruba;(F) 35 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007433;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 42 mm;EN;PRESS 316L Flange PN16 (F) 42 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007433;08596683007440;08596683007457;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.42;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;1,78;42;1,5;42 mm;<Logo TAVINOX Centered>;TAVINOX;(M)42-316L;DVGW;08596683007433.jpg;https://id.tavinox.com/01/08596683007433;74;30;44;x;x;x;18;4;18;150;110;1;pc;4;bags;4;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 42 mm;P?íruba;(F) 42 mm; $38,82 ;;;;;;;;A;320x240x170;230x210;;;0;4;1; $155,28 ;7,12;950,31;30,32;36,28;1016,92;1000,57;1010,63;1020,69;1035,78; 3 532,76 K? ;16520007; 1 766,38 K? ; 1 678,06 K? ; 54,24 € ; 1 372,27 K? ;135%;;;1 016,92 K?;9 152,27 K?;2 288,07 K?;4 027,00 K?;1 271,15 K?;3 010,08 K?;0;0;0;0;;
08596683007440;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 42 mm;EN;PRESS 316L Flange PN16 (F) 42 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007433;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007440;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.42;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;;42;;42 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 42 mm;P?íruba;(F) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007457;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 42 mm;EN;PRESS 316L Flange PN16 (F) 42 mm;4.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;4;08596683007440;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007457;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.42;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;42;;;42;;42 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 42 mm;P?íruba;(F) 42 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007464;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 54 mm;EN;PRESS 316L Flange PN16 (F) 54 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007464;08596683007471;08596683007488;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.54;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;2,32;54;1,5;54 mm;<Logo TAVINOX Centered>;TAVINOX;(M)54-316L;DVGW;08596683007464.jpg;https://id.tavinox.com/01/08596683007464;90;34,5;55,5;x;x;x;18;4;20;165;125;1;pc;4;bags;4;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 54 mm;P?íruba;(F) 54 mm; $49,78 ;;;;;;;;A;320x240x170;230x210;;;0;4;1; $199,12 ;9,28;1218,61;39,52;46,55;1304,69;1283,37;1296,49;1309,60;1329,28; 4 757,15 K? ;16520008; 2 378,58 K? ; 2 259,65 K? ; 73,04 € ; 1 847,91 K? ;142%;;;1 304,69 K?;11 742,17 K?;2 935,54 K?;5 166,55 K?;1 630,86 K?;3 861,87 K?;0;0;0;0;;
08596683007471;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 54 mm;EN;PRESS 316L Flange PN16 (F) 54 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007464;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007471;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.54;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;;54;;54 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 54 mm;P?íruba;(F) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007488;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 54 mm;EN;PRESS 316L Flange PN16 (F) 54 mm;4.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;4;08596683007471;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007488;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.54;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;54;;;54;;54 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 54 mm;P?íruba;(F) 54 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007495;ACTIVE;TAVINOX;CS;PRESS 316L P?íruba (F) 76,1 mm;EN;PRESS 316L Flange PN16 (F) 76,1 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007495;08596683007501;08596683007518;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.76;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;2,96;76,1;2;76,1 mm;<Logo TAVINOX Centered>;TAVINOX;(M)76,1-316L;DVGW;08596683007495.jpg;https://id.tavinox.com/01/08596683007495;109;51,5;57,5;x;x;x;18;4;20;185;145;1;pc;2;bags;2;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 76,1 mm;P?íruba;(F) 76,1 mm; $65,47 ;;;;;;;;A;320x240x170;230x210;;;0;2;1; $130,94 ;5,92;1602,71;50,42;61,17;1714,29;1687,10;1703,84;1720,57;1745,67; 6 177,26 K? ;16520009; 3 088,63 K? ; 2 934,20 K? ; 94,85 € ; 2 399,71 K? ;140%;;;1 714,29 K?;15 428,64 K?;3 857,16 K?;6 788,60 K?;2 142,87 K?;5 074,31 K?;4;2;6;3;;
08596683007501;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 76,1 mm;EN;PRESS 316L Flange PN16 (F) 76,1 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007495;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007501;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.76;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;;76,1;;76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 76,1 mm;P?íruba;(F) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007518;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 76,1 mm;EN;PRESS 316L Flange PN16 (F) 76,1 mm;2.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;2;08596683007501;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007518;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.76;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;76;;;76,1;;76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 76,1 mm;P?íruba;(F) 76,1 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007525;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 88,9 mm;EN;PRESS 316L Flange PN16 (F) 88,9 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007525;08596683007532;08596683007549;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.88;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;3,36;88,9;2;88,9 mm;<Logo TAVINOX Centered>;TAVINOX;(M)88,9-316L;DVGW;08596683007525.jpg;https://id.tavinox.com/01/08596683007525;123;58;65;x;x;x;18;8;20;200;160;1;pc;2;bags;2;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 88,9 mm;P?íruba;(F) 88,9 mm; $77,69 ;;;;;;;;A;320x240x170;230x210;;;0;2;1; $155,38 ;6,72;1901,85;57,24;72,49;2031,57;2000,71;2019,70;2038,70;2067,19; 8 803,54 K? ;16520010; 4 401,77 K? ; 4 181,68 K? ; 135,17 € ; 3 419,80 K? ;168%;;;2 031,57 K?;18 284,16 K?;4 571,04 K?;8 045,03 K?;2 539,47 K?;6 013,46 K?;10;5;2;1;;
08596683007532;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 88,9 mm;EN;PRESS 316L Flange PN16 (F) 88,9 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007525;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007532;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.88;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;;88,9;;88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 88,9 mm;P?íruba;(F) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007549;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 88,9 mm;EN;PRESS 316L Flange PN16 (F) 88,9 mm;2.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;2;08596683007532;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007549;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.88;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;88;;;88,9;;88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 88,9 mm;P?íruba;(F) 88,9 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007556;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 108 mm;EN;PRESS 316L Flange PN16 (F) 108 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007556;08596683007563;08596683007570;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.108;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;;4,47;108;2;108 mm;<Logo TAVINOX Centered>;TAVINOX;(M)108-316L;DVGW;08596683007556.jpg;https://id.tavinox.com/01/08596683007556;150;72;78;x;x;x;18;8;22;220;180;1;pc;1;bag;1;pc;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 108 mm;P?íruba;(F) 108 mm; $92,15 ;;;;;;;;A;320x240x170;230x210;;;0;2;2; $184,30 ;8,94;2255,83;76,14;86,28;2418,26;2377,20;2402,47;2427,74;2465,64; 9 503,04 K? ;16520011; 4 751,52 K? ; 4 513,94 K? ; 145,91 € ; 3 691,52 K? ;153%;;;2 418,26 K?;21 764,34 K?;5 441,08 K?;9 576,31 K?;3 022,82 K?;7 158,05 K?;5;5;5;5;;
08596683007563;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 108 mm;EN;PRESS 316L Flange PN16 (F) 108 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007556;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007563;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.108;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;;;108;;108 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 108 mm;P?íruba;(F) 108 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007570;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 108 mm;EN;PRESS 316L Flange PN16 (F) 108 mm;1.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;1;08596683007563;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007570;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.108;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;108;;;108;;108 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 108 mm;P?íruba;(F) 108 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007587;DRAFT;TAVINOX;CS;"PRESS 316L P?echodový oblouk 90° (FxRp) 15 mm x 1/2""";EN;"PRESS 316L CxFi 90° Bend Long (FxRp) 15 mm x 1/2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007587;08596683007594;08596683007600;Základní položka;TP;Oblouk;OB;05;;FxRp;FRP;12;.;OB12FRP.1512;OB12FRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;90;0,065;15;1,5;"15 mm x 1/2""";<Logo TAVINOX Centered>;TAVINOX;"(M)15x1/2""-316L";DVGW;08596683007587.jpg;https://id.tavinox.com/01/08596683007587;;;;;;;;;;;;10;pcs;10;bags;100;pcs;C:/images/OB12FRP_label_drawing.png;PRESS 316L CxFi 90° Bend Long (FxRp);P?echodový oblouk 90°;PRESS 316L P?echodový oblouk 90° (FxRp);11;"PRESS 316L P?echodový oblouk 90° (FxRp) 15 mm x 1/2""";P?echodový oblouk;"90° (FxRp) 15 mm x 1/2"""; $2,19 ;;;;;;;;A;320x240x170;230x210;;;0;100;1; $219,00 ;6,50;53,61;1,11;2,02;56,74;56,15;56,51;56,88;57,43; 311,12 K? ;16670010; 155,56 K? ; 147,78 K? ; 4,78 € ; 120,93 K? ;213%;;;56,74 K?;510,69 K?;127,67 K?;224,70 K?;70,93 K?;167,96 K?;100;1;0;0;;
08596683007594;DRAFT;TAVINOX;CS;"PRESS 316L P?echodový oblouk 90° (FxRp) 15 mm x 1/2""";EN;"PRESS 316L CxFi 90° Bend Long (FxRp) 15 mm x 1/2""";10.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;10;08596683007587;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007594;;;Balení nebo vnit?ní balení;TP;Oblouk;OB;05;;FxRp;FRP;12;.;OB12FRP.1512;OB12FRP;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;1512;90;;15;;"15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxFi 90° Bend Long (FxRp);P?echodový oblouk 90°;PRESS 316L P?echodový oblouk 90° (FxRp);;"PRESS 316L P?echodový oblouk 90° (FxRp) 15 mm x 1/2""";P?echodový oblouk;"90° (FxRp) 15 mm x 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
