Gtin;Status;BrandName;TradeItemDescription.LanguageCode;TradeItemDescription.Value;TradeItemDescription.LanguageCode;TradeItemDescription.Value;ProductNetContent.Value;ProductNetContent.MeasureUnit;ProductNetContent.MeasureUnitCode;GpcId;TradeItemUnitDescriptorCode;TradeItemUnitDescriptor;IsTradeItemAConsumerUnit;ChildGtin.Quantity;ChildGtin.Gtin;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;TargetMarket.CountryCode;TargetMarket.CountryName;TargetMarket.AdditionalTradeItemIdentification;TargetMarket.ExternalProductImageUrl;CreatedDateTime;LastChangeDateTime;EAN;EAN sá?ek;EAN Krabice;Druh položky;Produktová ?ada;Kategorie;Prefix kategorie;Kód kategorie;Podkategorie;Provedení;Kod provedení;Varianta;Odd?lova?;Kód produktu;Prefix Kód produktu;Druh materiálu;Skupina položek AX;Skupina ?ádkové slevy AX;Dodavatel;I?O Dodavatele;Zem? p?vodu;Norma;T?ída materiálu;Pr?m?r;Úhel [°];Váha [kg];Pr?m?r (D) [mm];Tlouš?ka st?ny (T) [mm];Rozm?r;First line engraving;Second line engraving;Third line engraving;Fourth line engraving;Engraving on back filename;GS1 digitallink;L [mm];Rozm?r (L1) [mm];Rozm?r (Z) [mm];Rozm?r (Z1) [mm];Rozm?r (S) [mm];Rozm?r (S1) [mm];Prm. (d) [mm];Po?et d?r (n);Rozm?r (H) ;Rozm?r (D1)  [mm] ;Rozm?r (D2)  [mm] ;Sá?ek ks;Sá?ek jednotka EN;Po?et sá?k? v krabici;Jednotka sacky v krabici EN;Krabice ks;Krabice jednotka EN;UNC obrazek stitek;Popis štítek EN;Popis štítek CZ;Popis štítek CZ bez rozm?ru;Druh zápisu;Název;Zkrácený popis štítek CZ PH;RZZZ; Nákupní cena CN [USD] ;P?vdoní cena;Zdražení;bbb;nár?st;fa;Drawing_url;picture_url;Typ Krabice;Rozm?r Krabice;Rozm?r sá?ku;x11;Objednávka 0;Objednávka krabic 0;1. Objednávka ks;1. Objednávka krabic;1 objednávka cena za položky;Váha zboží 1. objednávky [kg];NC Zboží po Michalovi CZK;Cena dopravy CZK;Cena cla;Základní kalkulace NC sklad;NC po clu a doprave za  3000USD, USD je 24;NC po clu a doprave za  5000USD, USD je 24;NC po clu a doprave za  7000USD, USD je 24;NC po clu a doprave za  10000USD, USD je 24; ARSECO DPC ;Kod ARSECO; ARSECO 50% TENDR ; ARSECO ARENA ; Nákup VO DE EUR ; Nákup VO DE CZK ;Násobek DE vs Nákupní cena CN;Nejlevn?jší na Inet;rozdíl nákup vs internet koeficient;NC priblizebna sklad;Cenik TP316L;PC ARSECO TAVINOX;PC VO1 TAVINOX;Hruba marze PC ARSECO TAVINOX;Hruba marze PC VO1 TAVINOX;2. Objednávka ks;2. Objednávka krabic;3. Objednávka ks;3. Objednávka krabic;4. Objednávka ks;4. Objednávka krabic
08596683007204;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 35 mm x 5/4""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 35 mm x 5/4""";5.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;5;08596683007198;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007204;;;Balení nebo vnit?ní balení;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.3554;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;90;;35;;"35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 35 mm x 5/4""";P?echodové koleno;"90° (FxR) 35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007211;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 35 mm x 5/4""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 35 mm x 5/4""";25.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;5;08596683007204;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007211;;;Krabice, karton;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.3554;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;3554;90;;35;;"35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 35 mm x 5/4""";P?echodové koleno;"90° (FxR) 35 mm x 5/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007228;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 42 mm x 6/4""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007228;08596683007235;08596683007242;Základní položka;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.4264;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;4264;90;0,47;42;1,5;"42 mm x 6/4""";<Logo TAVINOX Centered>;TAVINOX;"(M)42x6/4""-316L";DVGW;08596683007228.jpg;https://id.tavinox.com/01/08596683007228;84;60;54;35;50;x;;;;;;1;pc;20;bags;20;pcs;C:/images/KO10FR_label_drawing.png;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);28;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";P?echodové koleno;"90° (FxR) 42 mm x 6/4"""; $9,07 ;;;;;;;;A;320x240x170;230x210;;;0;20;1; $181,40 ;9,40;222,03;8,01;8,51;238,55;234,23;236,89;239,55;243,53; 1 381,04 K? ;16470060; 690,52 K? ; 655,99 K? ; 21,20 € ; 536,36 K? ;225%;;;238,55 K?;2 146,96 K?;536,74 K?;944,66 K?;298,19 K?;706,11 K?;20;1;0;0;;
08596683007235;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 42 mm x 6/4""";1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007228;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007235;;;Balení nebo vnit?ní balení;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.4264;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;4264;90;;42;;"42 mm x 6/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";P?echodové koleno;"90° (FxR) 42 mm x 6/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007242;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 42 mm x 6/4""";20.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;20;08596683007235;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007242;;;Krabice, karton;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.4264;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;4264;90;;42;;"42 mm x 6/4""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 42 mm x 6/4""";P?echodové koleno;"90° (FxR) 42 mm x 6/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007259;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 54 mm x 2""";1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007259;08596683007266;08596683007273;Základní položka;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.542;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;542;90;0,92;54;1,5;"54 mm x 2""";<Logo TAVINOX Centered>;TAVINOX;"(M)54x2""-316L";DVGW;08596683007259.jpg;https://id.tavinox.com/01/08596683007259;97,5;65;62,5;38;62;x;;;;;;1;pc;15;bags;15;pcs;C:/images/KO10FR_label_drawing.png;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);28;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";P?echodové koleno;"90° (FxR) 54 mm x 2"""; $11,72 ;;;;;;;;A;320x240x170;230x210;;;0;15;1; $175,80 ;13,80;286,91;15,67;11,20;313,77;305,32;310,52;315,72;323,52; 1 886,91 K? ;16470070; 943,46 K? ; 896,28 K? ; 28,97 € ; 732,94 K? ;234%;;;313,77 K?;2 823,95 K?;705,99 K?;1 242,54 K?;392,22 K?;928,77 K?;15;1;0;0;;
08596683007266;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 54 mm x 2""";1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007259;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007266;;;Balení nebo vnit?ní balení;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.542;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;542;90;;54;;"54 mm x 2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";P?echodové koleno;"90° (FxR) 54 mm x 2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007273;DRAFT;TAVINOX;CS;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";EN;"PRESS 316L CxMi 90° Elbow (FxR) 54 mm x 2""";15.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;15;08596683007266;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007273;;;Krabice, karton;TP;Koleno;KO;01;;FxR;FR;10;.;KO10FR.542;KO10FR;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;542;90;;54;;"54 mm x 2""";;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L CxMi 90° Elbow (FxR);P?echodové koleno 90°;PRESS 316L P?echodové koleno 90° (FxR);;"PRESS 316L P?echodové koleno 90° (FxR) 54 mm x 2""";P?echodové koleno;"90° (FxR) 54 mm x 2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007280;ACTIVE;TAVINOX;CS;PRESS 316L P?íruba (F) 15 mm;EN;PRESS 316L Flange PN16 (F) 15 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007280;08596683007297;08596683007303;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.15;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;15;;0,422;15;1,5;15 mm;<Logo TAVINOX Centered>;TAVINOX;(M)15-316L;DVGW;08596683007280.jpg;https://id.tavinox.com/01/08596683007280;43;20;23;x;x;x;14;4;12;95;65;1;pc;24;bags;24;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 15 mm;P?íruba;(F) 15 mm; $13,72 ;;;;;;;;A;320x240x170;230x210;;;0;24;1; $329,28 ;10,13;335,87;7,19;12,69;355,75;351,87;354,26;356,64;360,22; 1 143,55 K? ;16520002; 571,78 K? ; 543,19 K? ; 17,56 € ; 444,27 K? ;125%;;;355,75 K?;3 201,72 K?;800,43 K?;1 408,76 K?;444,68 K?;1 053,01 K?;0;0;0;0;;
08596683007297;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 15 mm;EN;PRESS 316L Flange PN16 (F) 15 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007280;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007297;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.15;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;15;;;15;;15 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 15 mm;P?íruba;(F) 15 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007303;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 15 mm;EN;PRESS 316L Flange PN16 (F) 15 mm;24.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;24;08596683007297;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007303;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.15;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;15;;;15;;15 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 15 mm;P?íruba;(F) 15 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007310;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 18 mm;EN;PRESS 316L Flange PN16 (F) 18 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007310;08596683007327;08596683007334;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.18;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;18;;0,57;18;1,5;18 mm;<Logo TAVINOX Centered>;TAVINOX;(M)18-316L;DVGW;08596683007310.jpg;https://id.tavinox.com/01/08596683007310;43;20;23;x;x;x;14;4;14;95;65;1;pc;24;bags;24;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 18 mm;P?íruba;(F) 18 mm; $13,80 ;;;;;;;;A;320x240x170;230x210;;;0;24;1; $331,20 ;13,68;337,82;9,71;12,86;360,39;355,16;358,38;361,60;366,43; 1 147,77 K? ;16520003; 573,89 K? ; 545,19 K? ; 17,62 € ; 445,79 K? ;124%;;;360,39 K?;3 243,53 K?;810,88 K?;1 427,15 K?;450,49 K?;1 066,76 K?;0;0;0;0;;
08596683007327;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 18 mm;EN;PRESS 316L Flange PN16 (F) 18 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007310;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007327;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.18;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;18;;;18;;18 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 18 mm;P?íruba;(F) 18 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007334;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 18 mm;EN;PRESS 316L Flange PN16 (F) 18 mm;24.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;24;08596683007327;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007334;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.18;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;18;;;18;;18 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 18 mm;P?íruba;(F) 18 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007341;ACTIVE;TAVINOX;CS;PRESS 316L P?íruba (F) 22 mm;EN;PRESS 316L Flange PN16 (F) 22 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007341;08596683007358;08596683007365;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.22;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;22;;0,769;22;1,5;22 mm;<Logo TAVINOX Centered>;TAVINOX;(M)22-316L;DVGW;08596683007341.jpg;https://id.tavinox.com/01/08596683007341;44;20,5;23,5;x;x;x;14;4;16;105;75;1;pc;12;bags;12;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 22 mm;P?íruba;(F) 22 mm; $15,34 ;;;;;;;;A;320x240x170;230x210;;;0;12;1; $184,08 ;9,23;375,52;13,10;14,38;403,00;395,94;400,28;404,63;411,15; 1 454,59 K? ;16520004; 727,30 K? ; 690,93 K? ; 22,33 € ; 564,95 K? ;140%;;;403,00 K?;3 627,02 K?;906,75 K?;1 595,89 K?;503,75 K?;1 192,89 K?;0;0;0;0;;
08596683007358;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 22 mm;EN;PRESS 316L Flange PN16 (F) 22 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007341;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007358;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.22;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;22;;;22;;22 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 22 mm;P?íruba;(F) 22 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007365;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 22 mm;EN;PRESS 316L Flange PN16 (F) 22 mm;12.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683007358;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007365;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.22;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;22;;;22;;22 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 22 mm;P?íruba;(F) 22 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007372;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 28 mm;EN;PRESS 316L Flange PN16 (F) 28 mm;1.0000000000;Kus;H87;10004022;BASE_UNIT_OR_EACH;Kus, základní balení;TRUE;;;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:36:13;21.10.2024 18:14:55;08596683007372;08596683007389;08596683007396;Základní položka;TP;P?íruba;PB;07;;F;F;10;.;PB10F.28;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;0,969;28;1,5;28 mm;<Logo TAVINOX Centered>;TAVINOX;(M)28-316L;DVGW;08596683007372.jpg;https://id.tavinox.com/01/08596683007372;50;22,5;27,5;x;x;x;14;4;16;115;85;1;pc;12;bags;12;pcs;C:/images/PB10F_label_drawing.png;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);34;PRESS 316L P?íruba (F) 28 mm;P?íruba;(F) 28 mm; $18,02 ;;;;;;;;A;320x240x170;230x210;;;0;12;1; $216,24 ;11,63;441,13;16,51;16,93;474,57;465,67;471,15;476,62;484,84; 1 951,42 K? ;16520005; 975,71 K? ; 926,92 K? ; 29,96 € ; 757,99 K? ;160%;;;474,57 K?;4 271,12 K?;1 067,78 K?;1 879,29 K?;593,21 K?;1 404,72 K?;0;0;0;0;;
08596683007389;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 28 mm;EN;PRESS 316L Flange PN16 (F) 28 mm;1.0000000000;Kus;H87;10004022;PACK_OR_INNER_PACK;Balení nebo vnit?ní balení;TRUE;1;08596683007372;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;15.10.2024 19:58:53;21.10.2024 18:23:47;08596683007389;;;Balení nebo vnit?ní balení;TP;P?íruba;PB;07;;F;F;10;.;PB10F.28;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;;28;;28 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 28 mm;P?íruba;(F) 28 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08596683007396;DRAFT;TAVINOX;CS;PRESS 316L P?íruba (F) 28 mm;EN;PRESS 316L Flange PN16 (F) 28 mm;12.0000000000;Kus;H87;10004022;CASE;Krabice, karton;TRUE;12;08596683007389;203;?eská republika;;;703;Slovensko;;;616;Polsko;;;276;N?mecko;;;040;Rakousko;;;348;Ma?arsko;;;804;Ukrajina;;;21.10.2024 18:23:59;21.10.2024 18:34:41;08596683007396;;;Krabice, karton;TP;P?íruba;PB;07;;F;F;10;.;PB10F.28;PB10F;N;TVAROVKA;NB_TVAROVKA;NingBo CB Piping System Co., Ltd.;315100;CN;EN 10312;AISI 316L;28;;;28;;28 mm;;;;;;;;;;;;;;;;;;;;;;;;;PRESS 316L Flange PN16 (F);P?íruba;PRESS 316L P?íruba (F);;PRESS 316L P?íruba (F) 28 mm;P?íruba;(F) 28 mm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
